DateTime,27
01/01/1990 00:00:00,0
01/02/1990 00:00:00,0
01/03/1990 00:00:00,0
01/04/1990 00:00:00,0
01/05/1990 00:00:00,0
01/06/1990 00:00:00,0
01/07/1990 00:00:00,0
01/08/1990 00:00:00,0
01/09/1990 00:00:00,0
01/10/1990 00:00:00,0
01/11/1990 00:00:00,0
01/12/1990 00:00:00,0
01/13/1990 00:00:00,0
01/14/1990 00:00:00,0
01/15/1990 00:00:00,0
01/16/1990 00:00:00,0
01/17/1990 00:00:00,0
01/18/1990 00:00:00,0
01/19/1990 00:00:00,0
01/20/1990 00:00:00,0
01/21/1990 00:00:00,0
01/22/1990 00:00:00,0
01/23/1990 00:00:00,0
01/24/1990 00:00:00,0
01/25/1990 00:00:00,0
01/26/1990 00:00:00,0
01/27/1990 00:00:00,0
01/28/1990 00:00:00,0
01/29/1990 00:00:00,0
01/30/1990 00:00:00,0
01/31/1990 00:00:00,0
02/01/1990 00:00:00,0
02/02/1990 00:00:00,0
02/03/1990 00:00:00,0
02/04/1990 00:00:00,0
02/05/1990 00:00:00,0
02/06/1990 00:00:00,0
02/07/1990 00:00:00,0
02/08/1990 00:00:00,0
02/09/1990 00:00:00,0
02/10/1990 00:00:00,0
02/11/1990 00:00:00,0
02/12/1990 00:00:00,0
02/13/1990 00:00:00,0
02/14/1990 00:00:00,0
02/15/1990 00:00:00,0
02/16/1990 00:00:00,0
02/17/1990 00:00:00,0
02/18/1990 00:00:00,0
02/19/1990 00:00:00,0
02/20/1990 00:00:00,0
02/21/1990 00:00:00,0
02/22/1990 00:00:00,0
02/23/1990 00:00:00,0
02/24/1990 00:00:00,0
02/25/1990 00:00:00,0
02/26/1990 00:00:00,0
02/27/1990 00:00:00,0
02/28/1990 00:00:00,0
03/01/1990 00:00:00,0
03/02/1990 00:00:00,0
03/03/1990 00:00:00,0
03/04/1990 00:00:00,0
03/05/1990 00:00:00,0
03/06/1990 00:00:00,0
03/07/1990 00:00:00,0
03/08/1990 00:00:00,0
03/09/1990 00:00:00,0
03/10/1990 00:00:00,0
03/11/1990 00:00:00,0
03/12/1990 00:00:00,0
03/13/1990 00:00:00,0
03/14/1990 00:00:00,0
03/15/1990 00:00:00,0
03/16/1990 00:00:00,0
03/17/1990 00:00:00,0
03/18/1990 00:00:00,0
03/19/1990 00:00:00,0
03/20/1990 00:00:00,0
03/21/1990 00:00:00,0
03/22/1990 00:00:00,0
03/23/1990 00:00:00,0
03/24/1990 00:00:00,0
03/25/1990 00:00:00,0
03/26/1990 00:00:00,0
03/27/1990 00:00:00,0
03/28/1990 00:00:00,0
03/29/1990 00:00:00,0
03/30/1990 00:00:00,0
